% Model,2D_turn.mph
% Version,COMSOL 6.3.0.290
% Date,"May 19 2025, 17:47"
% Table,Table 1 - Outlet Concentration
% Time (s),"Molar concentration, c (mol/m^3)","Molar concentration, c (mol/m^3)"
0.0357,1.4443736483720776E-24,-3.579225429482349E-24
0.0358,1.3699925542481466E-24,-3.438409113471462E-24
0.0359,1.2956114601242094E-24,-3.2975927974605664E-24
0.036000000000000004,1.221230366000273E-24,-3.156776481449671E-24
0.0361,1.1468492718763418E-24,-3.015960165438783E-24
0.0362,1.072468177752405E-24,-2.8751438494278868E-24
0.0363,9.980870836284734E-25,-2.734327533417001E-24
0.0364,9.237059895045362E-25,-2.5935112174061034E-24
0.036500000000000005,8.493248953805996E-25,-2.452694901395207E-24
0.0366,7.749438012566681E-25,-2.3118785853843194E-24
0.0367,7.005627071327316E-25,-2.1710622693734235E-24
0.0368,6.261816130087998E-25,-2.0772216539255947E-24
0.0369,5.518005188848629E-25,-2.0325569228303327E-24
0.037000000000000005,4.774194247609265E-25,-1.9878921917350714E-24
0.0371,4.0303833063699497E-25,-1.9432274606398112E-24
0.037200000000000004,3.2865723651305816E-25,-1.8985627295445496E-24
0.0373,2.5427614238912657E-25,-1.8538979984492905E-24
0.0374,1.7989504826518982E-25,-1.8092332673540285E-24
0.0375,1.0551395414125829E-25,-1.7645685362587687E-24
0.0376,3.1132860017321526E-26,-1.719903805163508E-24
0.037700000000000004,-3.816212487345583E-26,-1.675239074068245E-24
0.0378,-4.50531903046676E-26,-1.6305743429729855E-24
0.0379,-5.194425573587976E-26,-1.5859096118777239E-24
0.038,-5.883532116709154E-26,-1.5412448807824644E-24
0.0381,-6.57263865983037E-26,-1.4965801496872024E-24
0.038200000000000005,-7.261745202951589E-26,-1.4519154185919411E-24
0.0383,-7.950851746072768E-26,-1.4072506874966811E-24
0.038400000000000004,-8.639958289193987E-26,-1.3625859564014191E-24
0.0385,-9.329064832315163E-26,-1.3179212253061599E-24
0.0386,-1.0018171375436382E-25,-1.2732564942108982E-24
0.038700000000000005,-1.0707277918557603E-25,-1.228591763115636E-24
0.0388,-1.139638446167878E-25,-1.1839270320203767E-24
0.038900000000000004,-1.2085491004799995E-25,-1.1392623009251145E-24
0.039,-1.2774597547921176E-25,-1.0945975698298558E-24
0.0391,-1.3463704091042391E-25,-1.0499328387345933E-24
0.0392,-1.4152810634163563E-25,-1.0052681076393344E-24
0.0393,-1.4841917177284784E-25,-9.606033765440722E-25
0.039400000000000004,-1.5531023720406004E-25,-9.159386454488101E-25
0.0395,-1.6220130263527185E-25,-8.712739143535516E-25
0.0396,-1.6909236806648403E-25,-8.266091832582889E-25
0.0397,-1.759834334976958E-25,-7.819444521630301E-25
0.0398,-1.8287449892890792E-25,-7.3727972106776785E-25
0.039900000000000005,-1.8976556436012012E-25,-6.926149899725057E-25
0.04,-1.9665662979133196E-25,-6.479502588772463E-25
0.040100000000000004,-2.035476952225441E-25,-6.032855277819844E-25
0.0402,-2.104387606537559E-25,-5.586207966867252E-25
0.0403,-2.173298260849681E-25,-5.139560655914633E-25
0.040400000000000005,-2.242208915161803E-25,-4.692913344962011E-25
0.0405,-2.31111956947392E-25,-4.246266034009417E-25
0.040600000000000004,-2.3800302237860413E-25,-3.7996187230568015E-25
0.0407,-2.448940878098159E-25,-3.3529714121042093E-25
0.0408,-2.517851532410281E-25,-2.9063241011515864E-25
0.0409,-2.5867621867223984E-25,-2.459676790198997E-25
0.041,-2.6556728410345207E-25,-2.0130294792463742E-25
0.041100000000000005,-2.7245834953466424E-25,-1.5663821682937538E-25
0.0412,-2.79349414965876E-25,-1.1197348573411628E-25
0.0413,-2.862404803970883E-25,-6.730875463885422E-26
0.0414,-2.9313154582829995E-25,-2.2644023543595054E-26
0.0415,-3.0002261125951213E-25,2.2020707551667048E-26
0.041600000000000005,-3.069136766907244E-25,6.668543864692924E-26
0.0417,-3.1380474212193603E-25,1.1135016974218826E-25
0.041800000000000004,-3.2069580755314825E-25,1.5601490083745042E-25
0.0419,-3.2758687298435993E-25,2.0067963193270945E-25
0.042,-3.344779384155723E-25,2.4534436302797163E-25
0.042100000000000005,-3.4136900384678437E-25,2.900090941232337E-25
0.0422,-3.482600692779962E-25,3.346738252184927E-25
0.042300000000000004,-3.5515113470920846E-25,3.793385563137547E-25
0.0424,-3.6204220014042017E-25,4.240032874090141E-25
0.0425,-3.689332655716323E-25,4.686680185042761E-25
0.0426,-3.75824331002844E-25,5.133327495995352E-25
0.0427,-3.827153964340564E-25,5.579974806947973E-25
0.042800000000000005,-3.8960646186526843E-25,5.788889752173318E-25
0.0429,-3.964975272964803E-25,5.748937747385301E-25
0.043000000000000003,-4.033885927276924E-25,5.708985742597277E-25
0.0431,-4.102796581589043E-25,5.6690337378092595E-25
0.0432,-4.171707235901163E-25,5.629081733021237E-25
0.043300000000000005,-4.240617890213285E-25,5.589129728233216E-25
0.0434,-4.309528544525404E-25,5.549177723445196E-25
0.043500000000000004,-4.378439198837524E-25,5.509225718657176E-25
0.0436,-4.447349853149643E-25,5.469273713869157E-25
0.0437,-4.5066596270508045E-25,5.429321709081136E-25
0.0438,-4.448171583319367E-25,5.389369704293115E-25
0.0439,-4.389683539587925E-25,5.349417699505094E-25
0.044000000000000004,-4.331195495856484E-25,5.309465694717072E-25
0.0441,-4.272707452125045E-25,5.269513689929052E-25
0.0442,-4.214219408393606E-25,5.22956168514103E-25
0.0443,-4.155731364662169E-25,5.189609680353011E-25
0.0444,-4.0972433209307274E-25,5.149657675564989E-25
0.044500000000000005,-4.0387552771992826E-25,5.109705670776968E-25
0.0446,-3.980267233467847E-25,5.069753665988951E-25
0.044700000000000004,-3.9217791897364053E-25,5.029801661200926E-25
0.0448,-3.8632911460049683E-25,4.989849656412909E-25
0.0449,-3.8048031022735253E-25,4.949897651624885E-25
0.045000000000000005,-3.7463150585420855E-25,4.909945646836865E-25
0.0451,-3.6878270148106466E-25,4.869993642048846E-25
0.045200000000000004,-3.629338971079206E-25,4.830041637260824E-25
0.0453,-3.5708509273477675E-25,4.790089632472805E-25
0.0454,-3.512362883616327E-25,4.750137627684782E-25
0.0455,-3.453874839884889E-25,4.7101856228967655E-25
