% Model,2D_turn.mph
% Version,COMSOL 6.3.0.290
% Date,"May 19 2025, 17:47"
% Table,Table 1 - Outlet Concentration
% Time (s),"Molar concentration, c (mol/m^3)","Molar concentration, c (mol/m^3)"
0.0456,-3.395386796153446E-25,4.670233618108742E-25
0.045700000000000005,-3.336898752422005E-25,4.63028161332072E-25
0.0458,-3.278410708690568E-25,4.590329608532701E-25
0.0459,-3.219922664959127E-25,4.5503776037446815E-25
0.046,-3.161434621227689E-25,4.510425598956661E-25
0.0461,-3.102946577496248E-25,4.470473594168638E-25
0.046200000000000005,-3.0444585337648067E-25,4.4305215893806155E-25
0.0463,-2.9859704900333688E-25,4.390569584592598E-25
0.046400000000000004,-2.9274824463019276E-25,4.350617579804577E-25
0.0465,-2.868994402570489E-25,4.310665575016558E-25
0.0466,-2.8105063588390467E-25,4.270713570228535E-25
0.046700000000000005,-2.752018315107606E-25,4.2307615654405135E-25
0.0468,-2.6935302713761676E-25,4.190809560652494E-25
0.046900000000000004,-2.6350422276447264E-25,4.150857555864475E-25
0.047,-2.5765541839132894E-25,4.110905551076454E-25
0.0471,-2.518066140181848E-25,4.0709535462884313E-25
0.0472,-2.4595780964504103E-25,4.0310015415004133E-25
0.0473,-2.401090052718969E-25,3.9910495367123934E-25
0.047400000000000005,-2.3426020089875266E-25,3.9510975319243685E-25
0.0475,-2.28411396525609E-25,3.9111455271363505E-25
0.0476,-2.225625921524648E-25,3.8711935223483325E-25
0.0477,-2.167137877793211E-25,3.8312415175603117E-25
0.0478,-2.1086498340617693E-25,3.791289512772289E-25
0.047900000000000005,-2.0501617903303274E-25,3.7513375079842656E-25
0.048,-1.9916737465988895E-25,3.711385503196249E-25
0.048100000000000004,-1.933185702867448E-25,3.6714334984082254E-25
0.0482,-1.8746976591360106E-25,3.631481493620206E-25
0.0483,-1.8162096154045699E-25,3.5915294888321852E-25
0.048400000000000006,-1.7577215716731278E-25,3.551577484044163E-25
0.0485,-1.6992335279416898E-25,3.5116254792561437E-25
0.048600000000000004,-1.6407454842102482E-25,3.471673474468123E-25
0.0487,-1.5822574404788112E-25,3.4317214696801044E-25
0.0488,-1.5237693967473696E-25,3.385055121725098E-25
0.0489,-1.465281353015932E-25,3.331359953356014E-25
0.049,-1.4067933092844902E-25,3.277664784986928E-25
0.049100000000000005,-1.3483052655530488E-25,3.2239696166178425E-25
0.0492,-1.2898172218216107E-25,3.1702744482487582E-25
0.049300000000000004,-1.2313291780901693E-25,3.116579279879672E-25
0.0494,-1.1728411343587318E-25,3.0628841115105873E-25
0.0495,-1.1143530906272906E-25,3.009188943141501E-25
0.049600000000000005,-1.0558650468958488E-25,2.955493774772414E-25
0.0497,-1.0002499073026266E-25,2.9017986064033317E-25
0.049800000000000004,-9.79883809803838E-26,2.8481034380342455E-25
0.0499,-9.595177123050513E-26,2.7944082696651617E-25
0.05,-9.391516148062634E-26,2.740713101296075E-25
0.050100000000000006,-9.187855173074757E-26,2.687017932926989E-25
0.0502,-8.984194198086886E-26,2.633322764557906E-25
0.050300000000000004,-8.780533223099011E-26,2.579627596188819E-25
0.0504,-8.576872248111143E-26,2.5259324278197356E-25
0.0505,-8.373211273123258E-26,2.47223725945065E-25
0.0506,-8.169550298135394E-26,2.418542091081566E-25
0.0507,-7.965889323147512E-26,2.364846922712479E-25
0.050800000000000005,-7.76222834815963E-26,2.3111517543433925E-25
0.0509,-7.558567373171767E-26,2.2574565859743105E-25
0.051000000000000004,-7.354906398183885E-26,2.2037614176052234E-25
0.0511,-7.151245423196017E-26,2.150066249236139E-25
0.0512,-6.947584448208137E-26,2.0963710808670525E-25
0.051300000000000005,-6.743923473220257E-26,2.0426759124979664E-25
0.0514,-6.540262498232389E-26,1.988980744128884E-25
0.051500000000000004,-6.33660152324451E-26,1.9352855757597957E-25
0.0516,-6.13294054825664E-26,1.8815904073907125E-25
0.0517,-5.929279573268759E-26,1.8278952390216269E-25
0.051800000000000006,-5.725618598280882E-26,1.7742000706525391E-25
0.0519,-5.521957623293015E-26,1.720504902283457E-25
0.052000000000000005,-5.318296648305132E-26,1.6668097339143705E-25
0.0521,-5.114635673317267E-26,1.6131145655452867E-25
0.0522,-4.910974698329387E-26,1.5594193971762006E-25
0.0523,-4.7073137233415207E-26,1.5057242288071174E-25
0.0524,-4.5036527483536375E-26,1.45202906043803E-25
0.052500000000000005,-4.299991773365756E-26,1.3983338920689435E-25
0.0526,-4.096330798377888E-26,1.3446387236998601E-25
0.052700000000000004,-3.892669823390008E-26,1.2909435553307742E-25
0.0528,-3.6890088484021433E-26,1.2372483869616909E-25
0.0529,-3.485347873414261E-26,1.1835532185926043E-25
0.053000000000000005,-3.2816868984263816E-26,1.1298580502235172E-25
0.0531,-3.0780259234385145E-26,1.0761628818544343E-25
0.053200000000000004,-2.874364948450633E-26,1.0224677134853472E-25
0.0533,-2.670703973462766E-26,9.687725451162644E-26
0.0534,-2.4670429984748865E-26,9.150773767471775E-26
0.053500000000000006,-2.2633820234870054E-26,8.613822083780908E-26
0.0536,-2.0597210484991392E-26,8.076870400090076E-26
0.053700000000000005,-1.8560600735112583E-26,7.539918716399213E-26
0.0538,-1.6523990985233906E-26,7.002967032708382E-26
0.0539,-1.4487381235355106E-26,6.466015349017512E-26
0.054,-1.2450771485476435E-26,5.929063665326685E-26
0.0541,-1.0414161735597627E-26,5.392111981635818E-26
0.054200000000000005,-8.377551985718815E-27,4.855160297944948E-26
0.0543,-6.3409422358401484E-27,4.3182086142541167E-26
0.054400000000000004,-4.304332485961342E-27,3.78125693056325E-26
0.0545,-2.267722736082672E-27,3.2443052468724215E-26
0.0546,-2.311129862038637E-28,2.7073535631815527E-26
0.054700000000000006,1.8054967636749442E-27,2.170401879490684E-26
0.0548,3.842106513553607E-27,1.8560513760070025E-26
0.054900000000000004,5.87871626343242E-27,1.774727943187737E-26
0.055,7.915326013311088E-27,1.6934045103684773E-26
0.0551,9.951935763189895E-27,1.6120810775492118E-26
0.055200000000000006,1.198854551306871E-26,1.530757644729947E-26
0.0553,1.402515526294737E-26,1.4494342119106865E-26
0.055400000000000005,1.6061765012826177E-26,1.368110779091422E-26
0.0555,1.8098374762704837E-26,1.2867873462721618E-26
0.055600000000000004,2.0134984512583646E-26,1.2054639134528963E-26
0.0557,2.2009410245059847E-26,1.1241404806336368E-26
0.0558,2.1893922293878183E-26,1.042817047814371E-26
0.055900000000000005,2.1778434342696497E-26,9.614936149951056E-27
0.056,2.166294639151483E-26,8.801701821758464E-27
0.056100000000000004,2.1547458440333172E-26,7.988467493565806E-27
0.0562,2.1431970489151497E-26,7.175233165373216E-27
0.0563,2.131648253796982E-26,6.361998837180559E-27
0.056400000000000006,2.120099458678816E-26,5.548764508987904E-27
0.0565,2.1085506635606504E-26,4.735530180795306E-27
0.056600000000000004,2.0970018684424823E-26,3.922295852602653E-27
0.0567,2.0854530733243168E-26,3.109061524410053E-27
0.0568,2.0739042782061493E-26,2.2958271962174E-27
0.056900000000000006,2.062355483087982E-26,1.482592868024746E-27
0.057,2.0508066879698157E-26,6.6935853983215135E-28
0.057100000000000005,2.0392578928516485E-26,-1.4387578836050578E-28
0.0572,2.0277090977334807E-26,-9.571101165531008E-28
0.057300000000000004,2.0161603026153143E-26,-1.770344444745755E-27
0.0574,2.0046115074971476E-26,-2.5835787729383495E-27
0.0575,1.993062712378981E-26,-3.396813101131004E-27
0.057600000000000005,1.981513917260814E-26,-4.210047429323662E-27
0.0577,1.9699651221426474E-26,-5.023281757516255E-27
0.057800000000000004,1.95841632702448E-26,-5.836516085708912E-27
0.0579,1.9468675319063138E-26,-6.649750413901507E-27
0.058,1.935318736788146E-26,-7.462984742094163E-27
0.058100000000000006,1.923769941669979E-26,-8.276219070286815E-27
0.0582,1.9122211465518127E-26,-9.089453398479413E-27
0.058300000000000005,1.9006723514336452E-26,-9.902687726672072E-27
0.0584,1.889123556315479E-26,-1.0715922054864663E-26
0.0585,1.877574761197312E-26,-1.1529156383057315E-26
0.058600000000000006,1.8660259660791438E-26,-1.2342390711249975E-26
0.0587,1.854477170960978E-26,-1.315562503944257E-26
0.058800000000000005,1.8429283758428103E-26,-1.3968859367635224E-26
0.0589,1.8313795807246445E-26,-1.4782093695827824E-26
0.059000000000000004,1.819830785606477E-26,-1.559532802402047E-26
0.0591,1.8082819904883106E-26,-1.640856235221307E-26
0.0592,1.7967331953701434E-26,-1.7221796680405723E-26
0.059300000000000005,1.7851844002519761E-26,-1.8035031008598383E-26
0.0594,1.7736356051338092E-26,-1.884826533679098E-26
0.059500000000000004,1.7620868100156423E-26,-1.966149966498363E-26
0.0596,1.7505380148974756E-26,-2.0474733993176227E-26
0.0597,1.738989219779309E-26,-2.128796832136888E-26
0.059800000000000006,1.7274404246611415E-26,-2.2101202649561528E-26
0.0599,1.7158916295429748E-26,-2.2914436977754146E-26
0.060000000000000005,1.704342834424808E-26,-2.372767130594679E-26
